"third_platform_category","third_platform_detail","company_id"
Pillars,Social,68127
Pillars,Social,68133
Innovation Accelerators,Internet of Things (IoT),68133
Innovation Accelerators,Internet of Things (IoT),68135
Innovation Accelerators,Internet of Things (IoT),68137
Innovation Accelerators,Internet of Things (IoT),68140
Innovation Accelerators,Blockchain,68140
Pillars,Social,68141
Innovation Accelerators,Next Generation Security,68144
Pillars,Social,68151
Pillars,Social,68154
Innovation Accelerators,Internet of Things (IoT),68154
Pillars,Social,68156
Pillars,Social,68158
Innovation Accelerators,Internet of Things (IoT),68158
Innovation Accelerators,Internet of Things (IoT),68160
Pillars,Social,68163
Pillars,Social,68168
Innovation Accelerators,Blockchain,68170
Pillars,Social,68173
Pillars,Social,68175
Pillars,Social,68177
Pillars,Social,68187
Innovation Accelerators,Robotics,68188
Pillars,Social,68192
Pillars,Social,68199
Pillars,Social,68201
Pillars,Social,68202
Pillars,Social,68211
Pillars,Social,68212
Pillars,Social,68217
Innovation Accelerators,AR/VR,68226
Innovation Accelerators,Next Generation Security,68228
Pillars,Social,68229
Innovation Accelerators,AR/VR,68229
Pillars,Social,68236
Innovation Accelerators,Internet of Things (IoT),68236
Pillars,Social,68244
Pillars,Social,68246
Pillars,Social,68249
Innovation Accelerators,Blockchain,68249
Pillars,Social,68259
Pillars,Social,68272
Innovation Accelerators,Next Generation Security,68275
Pillars,Social,68279
Pillars,Social,68289
Innovation Accelerators,Internet of Things (IoT),68289
Innovation Accelerators,Next Generation Security,68290
Pillars,Social,68291
Pillars,Social,68292
Innovation Accelerators,Internet of Things (IoT),68292
Pillars,Social,68301
Innovation Accelerators,"3D Printing",68309
Innovation Accelerators,Robotics,68315
Pillars,Social,68324
Innovation Accelerators,AR/VR,68329
Pillars,Social,68330
Pillars,Social,68333
Pillars,Social,68334
Pillars,Social,68336
Innovation Accelerators,Internet of Things (IoT),68336
Pillars,Social,68342
Innovation Accelerators,Blockchain,68342
Pillars,Social,68343
Innovation Accelerators,Blockchain,68362
Innovation Accelerators,Internet of Things (IoT),68364
Pillars,Social,68391
Innovation Accelerators,AR/VR,68393
Pillars,Social,68398
Pillars,Social,68407
Innovation Accelerators,Internet of Things (IoT),68407
Pillars,Social,68418
Pillars,Social,68419
Innovation Accelerators,Robotics,68419
Innovation Accelerators,Blockchain,68419
Pillars,Social,68424
Innovation Accelerators,Blockchain,68438
Pillars,Social,68440
Innovation Accelerators,AR/VR,68449
Pillars,Social,68450
Pillars,Social,68455
Innovation Accelerators,Next Generation Security,68457
Pillars,Social,68464
Pillars,Social,68465
Pillars,Social,68469
Pillars,Social,68473
Pillars,Social,68475
Pillars,Social,68479
Pillars,Social,68483
Pillars,Social,68485
Pillars,Social,68486
Innovation Accelerators,Robotics,68486
Pillars,Social,68490
Pillars,Social,68491
Pillars,Social,68496
Innovation Accelerators,Internet of Things (IoT),68496
Innovation Accelerators,Artificial Intelligence Systems,68499
Pillars,Social,68500
Pillars,Social,68501
Pillars,Social,68508
Pillars,Social,68510
Innovation Accelerators,Internet of Things (IoT),68513
Pillars,Social,68514
Pillars,Social,68515
Innovation Accelerators,Internet of Things (IoT),68515
Innovation Accelerators,AR/VR,68515
Innovation Accelerators,Internet of Things (IoT),68516
Pillars,Social,68518
Pillars,Big Data and Analytics,68518
Innovation Accelerators,Internet of Things (IoT),68518
Innovation Accelerators,Blockchain,68518
Innovation Accelerators,Blockchain,68527
Pillars,Social,68536
Pillars,Social,68537
Pillars,Social,68538
Innovation Accelerators,Internet of Things (IoT),68538
Pillars,Social,68539
Innovation Accelerators,Artificial Intelligence Systems,68544
Pillars,Social,68547
Innovation Accelerators,Internet of Things (IoT),68547
Innovation Accelerators,Next Generation Security,68547
Innovation Accelerators,Blockchain,68547
Pillars,Social,68558
Innovation Accelerators,Blockchain,68558
Pillars,Social,68560
Pillars,Social,68563
Pillars,Social,68574
Pillars,Social,68577
Pillars,Social,68578
Pillars,Social,68580
Pillars,Social,68587
Pillars,Social,68592
Pillars,Social,68593
Pillars,Social,68595
Pillars,Social,68600
Innovation Accelerators,Internet of Things (IoT),68600
Pillars,Social,68604
Innovation Accelerators,Internet of Things (IoT),68604
Innovation Accelerators,Robotics,68604
Innovation Accelerators,AR/VR,68604
Pillars,Social,68608
Innovation Accelerators,Internet of Things (IoT),68611
Pillars,Social,68612
Pillars,Social,68614
Pillars,Social,68615
Innovation Accelerators,Artificial Intelligence Systems,68618
Pillars,Social,68620
Innovation Accelerators,Internet of Things (IoT),68620
Pillars,Social,68621
Pillars,Social,68623
Pillars,Social,68632
Innovation Accelerators,Internet of Things (IoT),68632
Innovation Accelerators,Blockchain,68632
Pillars,Social,68634
Pillars,Social,68637
Innovation Accelerators,"3D Printing",68642
Innovation Accelerators,AR/VR,68645
Innovation Accelerators,Internet of Things (IoT),68648
Innovation Accelerators,Robotics,68651
Pillars,Social,68652
Pillars,Social,68656
Pillars,Social,68662
Innovation Accelerators,AR/VR,68666
Innovation Accelerators,Internet of Things (IoT),68676
Pillars,Social,68681
Innovation Accelerators,Internet of Things (IoT),68681
Innovation Accelerators,Robotics,68681
Pillars,Social,68692
Innovation Accelerators,AR/VR,68702
Pillars,Social,68708
Pillars,Social,68718
Pillars,Social,68727
Innovation Accelerators,Internet of Things (IoT),68727
Pillars,Social,68731
Pillars,Social,68734
Pillars,Social,68742
Pillars,Social,68743
Pillars,Social,68747
Pillars,Social,68748
Pillars,Social,68749
Innovation Accelerators,Next Generation Security,68749
Pillars,Social,68751
Pillars,Social,68752
Innovation Accelerators,Next Generation Security,68765
Pillars,Social,68772
Pillars,Social,68785
Innovation Accelerators,Internet of Things (IoT),68785
Pillars,Social,68798
Pillars,Social,68805
Innovation Accelerators,"3D Printing",68821
Pillars,Social,68832
Pillars,Social,68836
Innovation Accelerators,Internet of Things (IoT),68839
Innovation Accelerators,Internet of Things (IoT),68853
Pillars,Social,68856
Pillars,Social,68861
Pillars,Social,68867
Pillars,Social,68872
Pillars,Social,68874
Pillars,Social,68885
Innovation Accelerators,Robotics,68888
Innovation Accelerators,Artificial Intelligence Systems,68898
Innovation Accelerators,Next Generation Security,68899
Pillars,Social,68903
Innovation Accelerators,Blockchain,68903
Pillars,Social,68913
Innovation Accelerators,Internet of Things (IoT),68913
Innovation Accelerators,Internet of Things (IoT),68918
Pillars,Social,68948
Pillars,Social,68949
Innovation Accelerators,Internet of Things (IoT),68950
Pillars,Social,68952
Innovation Accelerators,Robotics,68962
Innovation Accelerators,Internet of Things (IoT),68964
Innovation Accelerators,Internet of Things (IoT),68967
Pillars,Social,68971
Innovation Accelerators,Artificial Intelligence Systems,68971
Pillars,Social,68983
Innovation Accelerators,Internet of Things (IoT),68984
Pillars,Social,68986
Innovation Accelerators,Blockchain,68986
Pillars,Social,68992
Innovation Accelerators,Next Generation Security,68995
Innovation Accelerators,"3D Printing",69000
Innovation Accelerators,Blockchain,69001
Pillars,Social,69006
Pillars,Social,69007
Pillars,Social,69015
Innovation Accelerators,Internet of Things (IoT),69015
Innovation Accelerators,Artificial Intelligence Systems,69016
Innovation Accelerators,Artificial Intelligence Systems,69019
Pillars,Social,69024
Pillars,Social,69032
Pillars,Social,69035
Innovation Accelerators,Robotics,69045
Pillars,Social,69046
Pillars,Social,69049
Innovation Accelerators,Internet of Things (IoT),69049
Innovation Accelerators,Robotics,69049
Innovation Accelerators,"3D Printing",69049
Innovation Accelerators,Blockchain,69049
Pillars,Social,69051
Innovation Accelerators,Internet of Things (IoT),69053
Pillars,Social,69071
Pillars,Social,69086
Innovation Accelerators,AR/VR,69096
Pillars,Social,69100
Innovation Accelerators,AR/VR,69114
Pillars,Social,69121
Innovation Accelerators,Blockchain,69121
Innovation Accelerators,Artificial Intelligence Systems,69130
Innovation Accelerators,Artificial Intelligence Systems,69131
Pillars,Social,69145
Pillars,Social,69149
Pillars,Social,69166
Innovation Accelerators,AR/VR,69170
Pillars,Social,69171
Innovation Accelerators,AR/VR,69172
Pillars,Social,69191
Innovation Accelerators,Artificial Intelligence Systems,69202
Innovation Accelerators,AR/VR,69209
Innovation Accelerators,Artificial Intelligence Systems,69209
Pillars,Social,69211
Innovation Accelerators,Internet of Things (IoT),69211
Innovation Accelerators,AR/VR,69211
Pillars,Social,69212
Innovation Accelerators,Artificial Intelligence Systems,69216
Innovation Accelerators,Internet of Things (IoT),69224
Pillars,Social,69231
Pillars,Social,69233
Innovation Accelerators,Robotics,69241
Pillars,Social,69242
Innovation Accelerators,Internet of Things (IoT),69245
Innovation Accelerators,Artificial Intelligence Systems,69245
Pillars,Social,69246
Innovation Accelerators,Artificial Intelligence Systems,69247
Pillars,Social,69260
Pillars,Social,69265
Pillars,Social,69269
Pillars,Social,69270
Innovation Accelerators,Internet of Things (IoT),69270
Pillars,Social,69274
Pillars,Social,69275
Pillars,Social,69276
Innovation Accelerators,AR/VR,69277
Pillars,Social,69281
Innovation Accelerators,"3D Printing",69281
Innovation Accelerators,AR/VR,69285
Pillars,Social,69290
Pillars,Social,69295
Pillars,Social,69296
Pillars,Social,69299
Pillars,Social,69307
Innovation Accelerators,Next Generation Security,69308
Pillars,Social,69309
Pillars,Social,69311
Pillars,Social,69315
Pillars,Social,69316
Pillars,Social,69318
Pillars,Social,69321
Innovation Accelerators,Internet of Things (IoT),69322
Pillars,Social,69335
Pillars,Social,69337
Innovation Accelerators,Blockchain,69337
Pillars,Social,69353
Pillars,Social,69366
Pillars,Social,69376
Pillars,Social,69381
Pillars,Social,69385
Pillars,Social,69391
Pillars,Social,69397
Pillars,Social,69401
Pillars,Social,69404
Innovation Accelerators,Internet of Things (IoT),69406
Pillars,Social,69413
Pillars,Social,69423
Innovation Accelerators,Artificial Intelligence Systems,69427
Pillars,Social,69429
Pillars,Social,69432
Innovation Accelerators,Robotics,69450
Pillars,Social,69452
Innovation Accelerators,Internet of Things (IoT),69452
Innovation Accelerators,Artificial Intelligence Systems,69466
Innovation Accelerators,Internet of Things (IoT),69476
Innovation Accelerators,Robotics,69479
Pillars,Social,69484
Pillars,Social,69489
Pillars,Social,69498
Innovation Accelerators,Blockchain,69499
Pillars,Social,69509
Innovation Accelerators,Internet of Things (IoT),69509
Innovation Accelerators,Blockchain,69509
Pillars,Social,69511
Pillars,Social,69517
Innovation Accelerators,Artificial Intelligence Systems,69519
Innovation Accelerators,AR/VR,69531
Pillars,Social,69537
Innovation Accelerators,Artificial Intelligence Systems,69539
Pillars,Social,69540
Innovation Accelerators,Internet of Things (IoT),69540
Pillars,Social,69544
Pillars,Social,69546
Pillars,Social,69547
Innovation Accelerators,Internet of Things (IoT),69547
Pillars,Social,69550
Innovation Accelerators,Internet of Things (IoT),69553
Pillars,Social,69554
Pillars,Social,69562
Pillars,Social,69566
Innovation Accelerators,Artificial Intelligence Systems,69587
Pillars,Social,69591
Innovation Accelerators,Blockchain,69591
Innovation Accelerators,Artificial Intelligence Systems,69592
Pillars,Social,69602
Pillars,Social,69608
Pillars,Social,69616
Innovation Accelerators,Internet of Things (IoT),69616
Pillars,Social,69624
Innovation Accelerators,Internet of Things (IoT),69627
Innovation Accelerators,AR/VR,69627
Innovation Accelerators,Next Generation Security,69628
Pillars,Social,69630
Innovation Accelerators,Internet of Things (IoT),69630
Pillars,Social,69634
Innovation Accelerators,Artificial Intelligence Systems,69635
Pillars,Social,69642
Pillars,Social,69644
Innovation Accelerators,Blockchain,69659
Pillars,Social,69675
Innovation Accelerators,Internet of Things (IoT),69675
Innovation Accelerators,Blockchain,69676
Pillars,Social,69687
Innovation Accelerators,Blockchain,69687
Innovation Accelerators,Robotics,69697
Pillars,Social,69716
Pillars,Social,69721
Pillars,Social,69722
Innovation Accelerators,Internet of Things (IoT),69722
Pillars,Social,69747
Pillars,Social,69752
Innovation Accelerators,Next Generation Security,69754
Pillars,Social,69756
Innovation Accelerators,Robotics,69788
Pillars,Social,69795
Pillars,Social,69796
Innovation Accelerators,Blockchain,69810
Pillars,Social,69811
Innovation Accelerators,Internet of Things (IoT),69811
Innovation Accelerators,Artificial Intelligence Systems,69811
Pillars,Social,69825
Pillars,Social,69829
Pillars,Social,69836
Pillars,Social,69842
Innovation Accelerators,AR/VR,69845
Pillars,Social,69848
Pillars,Social,69855
Innovation Accelerators,Internet of Things (IoT),69855
Innovation Accelerators,Robotics,69867
Pillars,Social,69868
Pillars,Social,69870
Pillars,Social,69871
Innovation Accelerators,Internet of Things (IoT),69879
Innovation Accelerators,Robotics,69898
Innovation Accelerators,Artificial Intelligence Systems,69900
Pillars,Social,69906
Innovation Accelerators,Internet of Things (IoT),69906
Pillars,Social,69907
Pillars,Social,69908
Pillars,Social,69909
Innovation Accelerators,Internet of Things (IoT),69909
Pillars,Social,69910
Pillars,Social,69912
Innovation Accelerators,Internet of Things (IoT),69912
Innovation Accelerators,Robotics,69912
Innovation Accelerators,Artificial Intelligence Systems,69912
Pillars,Social,69914
Pillars,Social,69926
Pillars,Social,69933
Pillars,Social,69934
Pillars,Social,69937
Pillars,Social,69943
Pillars,Social,69948
Innovation Accelerators,Internet of Things (IoT),69948
Innovation Accelerators,Robotics,69948
Innovation Accelerators,AR/VR,69948
Innovation Accelerators,Blockchain,69948
Pillars,Social,69957
Pillars,Social,69962
Pillars,Social,69967
Pillars,Social,69973
Pillars,Social,69981
Pillars,Social,69993
Innovation Accelerators,Internet of Things (IoT),69993
Innovation Accelerators,Internet of Things (IoT),69995
